story_id,level,chapter,theme_index,idea,shlokas,age_hint,verse_summaries_en,verse_summaries_te
"sk8_06","seekers","8","6","discipline of practice","8.20, 8.21","8-10 years (deeper, can mention Arjuna/Krishna)","8.20: But distinct from that Unmanifested is the other eternal, unmanifest Reality, who does not get destroyed when all beings are destroyed. | 8.21: They call Him who has been mentioned as the Unmanifested, the Immutable, the supreme Goal. That is the supreme abode of Mine, from which they do not return once they reach it.","8.20: But distinct from that Unmanifested is the other eternal, unmanifest Reality, who does not get destroyed when all beings are destroyed. | 8.21: They call Him who has been mentioned as the Unmanifested, the Immutable, the supreme Goal. That is the supreme abode of Mine, from which they do not return once they reach it."
"sk8_07","seekers","8","7","remembering what lasts","8.27, 8.28","8-10 years (deeper, can mention Arjuna/Krishna)","8.27: O son of Prtha, no yogi—one steadfast in meditation—whosoever has known these two courses becomes deluded. Therefore, O Arjuna, be steadfast in yoga at all times. | 8.28: Having known this, the yogi transcends all the results of righteous deeds declared in the Vedas, sacrifices, austerities, and charities, and reaches the primordial, supreme state.","8.27: O son of Prtha, no yogi—one steadfast in meditation—whosoever has known these two courses becomes deluded. Therefore, O Arjuna, be steadfast in yoga at all times. | 8.28: Having known this, the yogi transcends all the results of righteous deeds declared in the Vedas, sacrifices, austerities, and charities, and reaches the primordial, supreme state."
"sk8_08","seekers","8","8","thoughts at important moments","8.1, 8.3","8-10 years (deeper, can mention Arjuna/Krishna)","8.1: Arjuna said, O Supreme Person, what is Brahman? What exists in the individual plane? What is action? What is said to exist in the physical plane? And what is said to exist in the divine plane? | 8.3: The Blessed Lord said, ""The Immutable is the supreme Brahman; selfhood is said to be the entity present in the individual plane. By action is meant the offerings that bring about the origin of existence of things.""","8.1: Arjuna said, O Supreme Person, what is Brahman? What exists in the individual plane? What is action? What is said to exist in the physical plane? And what is said to exist in the divine plane? | 8.3: The Blessed Lord said, ""The Immutable is the supreme Brahman; selfhood is said to be the entity present in the individual plane. By action is meant the offerings that bring about the origin of existence of things."""
"s9_01","seeds","9","1","royal secret of devotion","9.2, 9.3","5-7 years (simple school/home analogies)","9.2: This is the royal science, the royal mystery, the supreme purifier. It is realized through direct experience, is in accord with Dharma, is pleasant to practi... | 9.3: Men devoid of faith in this Dharma, O scorcher of foes, ever remain without attaining Me, on the mortal path of Samsara.","9.2: This is the royal science, the royal mystery, the supreme purifier. It is realized through direct experience, is in accord with Dharma, is pleasant to practi... | 9.3: Men devoid of faith in this Dharma, O scorcher of foes, ever remain without attaining Me, on the mortal path of Samsara."
"s9_02","seeds","9","2","God cares for devotees","9.10, 9.11","5-7 years (simple school/home analogies)","9.10: Under My supervision, Prakrti gives birth to all mobile and immobile entities, and thus, O Arjuna, the world revolves. | 9.11: Fools disregard Me, dwelling in a human form, not knowing My higher nature as the Supreme Lord of all beings.","9.10: Under My supervision, Prakrti gives birth to all mobile and immobile entities, and thus, O Arjuna, the world revolves. | 9.11: Fools disregard Me, dwelling in a human form, not knowing My higher nature as the Supreme Lord of all beings."
"s9_03","seeds","9","3","simple offerings","9.22, 9.23","5-7 years (simple school/home analogies)","9.22: Those who, excluding all else, think of Me and worship Me, aspiring after eternal union with Me, I look after their prosperity and welfare (Yoga and Ksema). | 9.23: Even those who are devoted to other divinities with faith in their hearts, worship Me alone, O Arjuna, though not in accordance with the Sastras.","9.22: Those who, excluding all else, think of Me and worship Me, aspiring after eternal union with Me, I look after their prosperity and welfare (Yoga and Ksema). | 9.23: Even those who are devoted to other divinities with faith in their hearts, worship Me alone, O Arjuna, though not in accordance with the Sastras."
"s9_04","seeds","9","4","royal secret of devotion","9.26, 9.27","5-7 years (simple school/home analogies)","9.26: Whatever you give with love—even a tiny leaf—is very special. Love is the most important ingredient! | 9.27: Whatever you do, whatever you eat, whatever you offer, whatever you give away, whatever austerity you practice, O Arjuna, do that as an offering to Me.","9.26: కృష్ణుడు అంటున్నాడు: 'నువ్వు నాకు పెద్ద బహుమతులు ఇవ్వనక్కర్లేదు. ఒక చిన్న పువ్వు లేదా ఆకును ప్రేమతో ఇస్తే చాలు, నేను చాలా సంతోషిస్తాను!' | 9.27: Whatever you do, whatever you eat, whatever you offer, whatever you give away, whatever austerity you practice, O Arjuna, do that as an offering to Me."
"s9_05","seeds","9","5","God cares for devotees","9.33, 9.34","5-7 years (simple school/home analogies)","9.33: How much more then, for the pure Brahmanas and royal sages who are My devotees! Having obtained this transient and joyless world, they should worship Me. | 9.34: Focus your mind on Me, be My devotee, worship Me. Bow down to Me. Engaging your mind in this manner and regarding Me as the supreme goal, you will come to Me.","9.33: How much more then, for the pure Brahmanas and royal sages who are My devotees! Having obtained this transient and joyless world, they should worship Me. | 9.34: Focus your mind on Me, be My devotee, worship Me. Bow down to Me. Engaging your mind in this manner and regarding Me as the supreme goal, you will come to Me."
"sk9_01","seekers","9","1","royal secret of devotion","9.1, 9.2","8-10 years (deeper, can mention Arjuna/Krishna)","9.1: The Lord said, ""I shall declare to you, who does not cavil, this most mysterious knowledge, together with its special knowledge, knowing which you will be freed from evil."" | 9.2: This is the royal science, the royal mystery, the supreme purifier. It is realized through direct experience, is in accord with Dharma, is pleasant to practice, and is abiding.","9.1: The Lord said, ""I shall declare to you, who does not cavil, this most mysterious knowledge, together with its special knowledge, knowing which you will be freed from evil."" | 9.2: This is the royal science, the royal mystery, the supreme purifier. It is realized through direct experience, is in accord with Dharma, is pleasant to practice, and is abiding."
"sk9_02","seekers","9","2","God cares for devotees","9.4, 9.5, 9.6","8-10 years (deeper, can mention Arjuna/Krishna)","9.4: This entire universe is pervaded by Me, in an unmanifest form. All beings abide in Me, but I do not abide in them. | 9.5: Yet, beings do not remain in Me. Behold My divine Yoga. I am the sustainer of all beings, yet I am not in them. It is My will alone that causes their existence. | 9.6: As the powerful element air, moving everywhere, ever remains in the ether, know that so too all beings abide in Me.","9.4: This entire universe is pervaded by Me, in an unmanifest form. All beings abide in Me, but I do not abide in them. | 9.5: Yet, beings do not remain in Me. Behold My divine Yoga. I am the sustainer of all beings, yet I am not in them. It is My will alone that causes their existence. | 9.6: As the powerful element air, moving everywhere, ever remains in the ether, know that so too all beings abide in Me."
"sk9_03","seekers","9","3","simple offerings","9.10, 9.11, 9.12","8-10 years (deeper, can mention Arjuna/Krishna)","9.10: Under My supervision, Prakrti gives birth to all mobile and immobile entities, and thus, O Arjuna, the world revolves. | 9.11: Fools disregard Me, dwelling in a human form, not knowing My higher nature as the Supreme Lord of all beings. | 9.12: Senseless people have a nature that is deluding and similar to that of rakshasas and asuras. Their hopes are futile, their actions are futile, and their knowledge is futile.","9.10: Under My supervision, Prakrti gives birth to all mobile and immobile entities, and thus, O Arjuna, the world revolves. | 9.11: Fools disregard Me, dwelling in a human form, not knowing My higher nature as the Supreme Lord of all beings. | 9.12: Senseless people have a nature that is deluding and similar to that of rakshasas and asuras. Their hopes are futile, their actions are futile, and their knowledge is futile."
"sk9_04","seekers","9","4","royal secret of devotion","9.13, 9.14","8-10 years (deeper, can mention Arjuna/Krishna)","9.13: But the great-souled ones, O Arjuna, who are associated with My divine nature, worship Me with an unwavering mind, knowing Me to be the immutable source of all beings. | 9.14: Aspiring for eternal communion with Me, they worship Me, always singing My praises, striving with steadfast resolution and bowing down to Me in devotion.","9.13: But the great-souled ones, O Arjuna, who are associated with My divine nature, worship Me with an unwavering mind, knowing Me to be the immutable source of all beings. | 9.14: Aspiring for eternal communion with Me, they worship Me, always singing My praises, striving with steadfast resolution and bowing down to Me in devotion."
"sk9_05","seekers","9","5","God cares for devotees","9.17, 9.18","8-10 years (deeper, can mention Arjuna/Krishna)","9.17: I am the father, mother, creator, and grandfather of the universe; I am the purifier. I am the syllable Om, as well as Rk, Saman, and Yajus. | 9.18: I am the goal, the supporter, the Lord, the witness, the abode, the refuge, and the friend. I am the origin, the dissolution, the basis for preservation, and the imperishable seed.","9.17: I am the father, mother, creator, and grandfather of the universe; I am the purifier. I am the syllable Om, as well as Rk, Saman, and Yajus. | 9.18: I am the goal, the supporter, the Lord, the witness, the abode, the refuge, and the friend. I am the origin, the dissolution, the basis for preservation, and the imperishable seed."
"sk9_06","seekers","9","6","simple offerings","9.22, 9.23, 9.24","8-10 years (deeper, can mention Arjuna/Krishna)","9.22: Those who, excluding all else, think of Me and worship Me, aspiring after eternal union with Me, I look after their prosperity and welfare (Yoga and Ksema). | 9.23: Even those who are devoted to other divinities with faith in their hearts, worship Me alone, O Arjuna, though not in accordance with the Sastras. | 9.24: For, I am the only enjoyer and the only Lord of all sacrifices. They do not recognize Me in My true nature; hence, they fall.","9.22: Those who, excluding all else, think of Me and worship Me, aspiring after eternal union with Me, I look after their prosperity and welfare (Yoga and Ksema). | 9.23: Even those who are devoted to other divinities with faith in their hearts, worship Me alone, O Arjuna, though not in accordance with the Sastras. | 9.24: For, I am the only enjoyer and the only Lord of all sacrifices. They do not recognize Me in My true nature; hence, they fall."
"sk9_07","seekers","9","7","royal secret of devotion","9.26, 9.27, 9.28","8-10 years (deeper, can mention Arjuna/Krishna)","9.26: If one offers Me with love and devotion a leaf, a flower, a fruit or water, I will accept it. | 9.27: Whatever you do, whatever you eat, whatever you offer, whatever you give away, whatever austerity you practice, O Arjuna, do that as an offering to Me. | 9.28: Thus equipped in mind with the Yoga of renunciation, you will free yourself from the bonds of Karma, productive of both auspicious and inauspicious fruits. Thus liberated, you will come to Me.","9.26: ఎవరైతే భక్తితో నాకు ఒక ఆకును, ఒక పువ్వును, ఒక పండును లేదా కొంచెం నీటిని సమర్పిస్తారో, ఆ స్వచ్ఛమైన మనస్సు కలవారి భక్తిని నేను స్వీకరిస్తాను. | 9.27: Whatever you do, whatever you eat, whatever you offer, whatever you give away, whatever austerity you practice, O Arjuna, do that as an offering to Me. | 9.28: Thus equipped in mind with the Yoga of renunciation, you will free yourself from the bonds of Karma, productive of both auspicious and inauspicious fruits. Thus liberated, you will come to Me."
"sk9_08","seekers","9","8","God cares for devotees","9.30, 9.31","8-10 years (deeper, can mention Arjuna/Krishna)","9.30: If even the most sinful man worships Me with undivided devotion, he should be regarded as holy, for he has rightly resolved. | 9.31: Quickly, he becomes righteous and obtains everlasting peace. Affirm on My behalf, O Arjuna, that My devotee never perishes.","9.30: If even the most sinful man worships Me with undivided devotion, he should be regarded as holy, for he has rightly resolved. | 9.31: Quickly, he becomes righteous and obtains everlasting peace. Affirm on My behalf, O Arjuna, that My devotee never perishes."
"sk9_09","seekers","9","9","simple offerings","9.32, 9.33","8-10 years (deeper, can mention Arjuna/Krishna)","9.32: By taking refuge in Me, even those of evil birth, women, Vaisyas, and Sudras, attain the supreme state. | 9.33: How much more then, for the pure Brahmanas and royal sages who are My devotees! Having obtained this transient and joyless world, they should worship Me.","9.32: By taking refuge in Me, even those of evil birth, women, Vaisyas, and Sudras, attain the supreme state. | 9.33: How much more then, for the pure Brahmanas and royal sages who are My devotees! Having obtained this transient and joyless world, they should worship Me."
"sk9_10","seekers","9","10","royal secret of devotion","9.33, 9.34","8-10 years (deeper, can mention Arjuna/Krishna)","9.33: How much more then, for the pure Brahmanas and royal sages who are My devotees! Having obtained this transient and joyless world, they should worship Me. | 9.34: Focus your mind on Me, be My devotee, worship Me. Bow down to Me. Engaging your mind in this manner and regarding Me as the supreme goal, you will come to Me.","9.33: How much more then, for the pure Brahmanas and royal sages who are My devotees! Having obtained this transient and joyless world, they should worship Me. | 9.34: Focus your mind on Me, be My devotee, worship Me. Bow down to Me. Engaging your mind in this manner and regarding Me as the supreme goal, you will come to Me."
"s10_01","seeds","10","1","excellence everywhere","10.8, 10.9","5-7 years (simple school/home analogies)","10.8: I am the origin of all; from me everything proceeds. Thinking thus, the wise worship me with all devotion (Bhava). | 10.9: With their minds focused on Me, their pranas centered in Me, inspiring one another and always speaking of Me, they live in contentment and bliss at all times.","10.8: I am the origin of all; from me everything proceeds. Thinking thus, the wise worship me with all devotion (Bhava). | 10.9: With their minds focused on Me, their pranas centered in Me, inspiring one another and always speaking of Me, they live in contentment and bliss at all times."
"s10_02","seeds","10","2","seeing greatness with wonder","10.10, 10.11","5-7 years (simple school/home analogies)","10.10: To those who are ceaselessly united with Me and who worship Me with immense love, I lovingly grant that mental disposition (Buddhi-yoga) which leads them to Me. | 10.11: Out of compassion for them alone, I, abiding in their mental activity as its object, dispel the darkness born of ignorance with the brilliant lamp of knowledge.","10.10: To those who are ceaselessly united with Me and who worship Me with immense love, I lovingly grant that mental disposition (Buddhi-yoga) which leads them to Me. | 10.11: Out of compassion for them alone, I, abiding in their mental activity as its object, dispel the darkness born of ignorance with the brilliant lamp of knowledge."
"s10_03","seeds","10","3","source of all power","10.20, 10.21","5-7 years (simple school/home analogies)","10.20: I am the Self, O Arjuna, dwelling in the hearts of all beings; I am the beginning, the middle, and the end of all beings. | 10.21: Of the Adityas, I am Vishnu; of luminous bodies, I am the radiant sun. Of the Maruts, I am Marici, and among the constellations, I am the moon.","10.20: I am the Self, O Arjuna, dwelling in the hearts of all beings; I am the beginning, the middle, and the end of all beings. | 10.21: Of the Adityas, I am Vishnu; of luminous bodies, I am the radiant sun. Of the Maruts, I am Marici, and among the constellations, I am the moon."
"s10_04","seeds","10","4","excellence everywhere","10.41, 10.42","5-7 years (simple school/home analogies)","10.41: Whatever being is possessed of power, or splendour, or energy, know that as coming from a fragment of My power. | 10.42: But of what use is all this extensive knowledge to you, O Arjuna? I sustain this whole universe with only a fragment of My power.","10.41: Whatever being is possessed of power, or splendour, or energy, know that as coming from a fragment of My power. | 10.42: But of what use is all this extensive knowledge to you, O Arjuna? I sustain this whole universe with only a fragment of My power."
"s10_05","seeds","10","5","seeing greatness with wonder","10.41, 10.42","5-7 years (simple school/home analogies)","10.41: Whatever being is possessed of power, or splendour, or energy, know that as coming from a fragment of My power. | 10.42: But of what use is all this extensive knowledge to you, O Arjuna? I sustain this whole universe with only a fragment of My power.","10.41: Whatever being is possessed of power, or splendour, or energy, know that as coming from a fragment of My power. | 10.42: But of what use is all this extensive knowledge to you, O Arjuna? I sustain this whole universe with only a fragment of My power."
"s10_06","seeds","10","6","source of all power","10.1, 10.3","5-7 years (simple school/home analogies)","10.1: The Lord said, ""Further, O Arjuna, listen to My Supreme word. Desiring your good, I shall speak to you who loves Me."" | 10.3: He who knows Me as unborn, without a beginning, and the great Lord of the worlds—he among mortals is undeluded and is released from all sin.","10.1: The Lord said, ""Further, O Arjuna, listen to My Supreme word. Desiring your good, I shall speak to you who loves Me."" | 10.3: He who knows Me as unborn, without a beginning, and the great Lord of the worlds—he among mortals is undeluded and is released from all sin."
"sk10_01","seekers","10","1","excellence everywhere","10.1, 10.2","8-10 years (deeper, can mention Arjuna/Krishna)","10.1: The Lord said, ""Further, O Arjuna, listen to My Supreme word. Desiring your good, I shall speak to you who loves Me."" | 10.2: Neither the host of gods nor the great sages know My power; for I am indeed the source of the gods and the great sages.","10.1: The Lord said, ""Further, O Arjuna, listen to My Supreme word. Desiring your good, I shall speak to you who loves Me."" | 10.2: Neither the host of gods nor the great sages know My power; for I am indeed the source of the gods and the great sages."
"sk10_02","seekers","10","2","seeing greatness with wonder","10.4, 10.5, 10.6","8-10 years (deeper, can mention Arjuna/Krishna)","10.4: Intelligence, knowledge, non-delusion, forbearance, truth, restraint, self-control, pleasure, pain, exaltation, and depression, fear, and fearlessness; | 10.5: Non-violence, reality, cheerfulness, austerity, beneficence, fame, and infamy—these different qualities of beings arise from Me alone. | 10.6: The seven great seers of yore, as well as the four Manus, all possessing My mental disposition, were born from My mind. All these creatures of the world are descended from them.","10.4: Intelligence, knowledge, non-delusion, forbearance, truth, restraint, self-control, pleasure, pain, exaltation, and depression, fear, and fearlessness; | 10.5: Non-violence, reality, cheerfulness, austerity, beneficence, fame, and infamy—these different qualities of beings arise from Me alone. | 10.6: The seven great seers of yore, as well as the four Manus, all possessing My mental disposition, were born from My mind. All these creatures of the world are descended from them."
"sk10_03","seekers","10","3","source of all power","10.8, 10.9, 10.10","8-10 years (deeper, can mention Arjuna/Krishna)","10.8: I am the origin of all; from me everything proceeds. Thinking thus, the wise worship me with all devotion (Bhava). | 10.9: With their minds focused on Me, their pranas centered in Me, inspiring one another and always speaking of Me, they live in contentment and bliss at all times. | 10.10: To those who are ceaselessly united with Me and who worship Me with immense love, I lovingly grant that mental disposition (Buddhi-yoga) which leads them to Me.","10.8: I am the origin of all; from me everything proceeds. Thinking thus, the wise worship me with all devotion (Bhava). | 10.9: With their minds focused on Me, their pranas centered in Me, inspiring one another and always speaking of Me, they live in contentment and bliss at all times. | 10.10: To those who are ceaselessly united with Me and who worship Me with immense love, I lovingly grant that mental disposition (Buddhi-yoga) which leads them to Me."
"sk10_04","seekers","10","4","excellence everywhere","10.11, 10.12","8-10 years (deeper, can mention Arjuna/Krishna)","10.11: Out of compassion for them alone, I, abiding in their mental activity as its object, dispel the darkness born of ignorance with the brilliant lamp of knowledge. | 10.12: Arjuna said, ""You are the Supreme Brahman, the Supreme Light, and the Supreme Sanctifier. All the seers proclaim You as the eternal, divine Person, the Primal Lord, the unborn, and all-pervading. So too do the divine sages Narada, Asita, Devala, and Vyasa proclaim. You Yourself also proclaim this.""","10.11: Out of compassion for them alone, I, abiding in their mental activity as its object, dispel the darkness born of ignorance with the brilliant lamp of knowledge. | 10.12: Arjuna said, ""You are the Supreme Brahman, the Supreme Light, and the Supreme Sanctifier. All the seers proclaim You as the eternal, divine Person, the Primal Lord, the unborn, and all-pervading. So too do the divine sages Narada, Asita, Devala, and Vyasa proclaim. You Yourself also proclaim this."""
"sk10_05","seekers","10","5","seeing greatness with wonder","10.15, 10.16","8-10 years (deeper, can mention Arjuna/Krishna)","10.15: O Supreme Person, O Creator of beings, O Lord of beings, O God of gods, O Ruler of the universe, You Yourself know Yourself alone. | 10.16: You should tell Me without reserve Your divine manifestations where You abide, pervading all these worlds.","10.15: O Supreme Person, O Creator of beings, O Lord of beings, O God of gods, O Ruler of the universe, You Yourself know Yourself alone. | 10.16: You should tell Me without reserve Your divine manifestations where You abide, pervading all these worlds."
"sk10_06","seekers","10","6","source of all power","10.20, 10.21, 10.22","8-10 years (deeper, can mention Arjuna/Krishna)","10.20: I am the Self, O Arjuna, dwelling in the hearts of all beings; I am the beginning, the middle, and the end of all beings. | 10.21: Of the Adityas, I am Vishnu; of luminous bodies, I am the radiant sun. Of the Maruts, I am Marici, and among the constellations, I am the moon. | 10.22: Of the Vedas, I am the Samaveda; of gods, I am Indra; of sense-organs, I am the mind; and of living beings, I am consciousness.","10.20: I am the Self, O Arjuna, dwelling in the hearts of all beings; I am the beginning, the middle, and the end of all beings. | 10.21: Of the Adityas, I am Vishnu; of luminous bodies, I am the radiant sun. Of the Maruts, I am Marici, and among the constellations, I am the moon. | 10.22: Of the Vedas, I am the Samaveda; of gods, I am Indra; of sense-organs, I am the mind; and of living beings, I am consciousness."
"sk10_07","seekers","10","7","excellence everywhere","10.30, 10.31","8-10 years (deeper, can mention Arjuna/Krishna)","10.30: Of Daityas, I am Prahlada; of reckoners, I am Death; of beasts, I am the lion; and of birds, I am Garuda, the son of Vinata. | 10.31: Of moving things, I am the wind; of those who bear weapons, I am Rama; of fishers, I am Makara; and of rivers, I am the Ganga.","10.30: Of Daityas, I am Prahlada; of reckoners, I am Death; of beasts, I am the lion; and of birds, I am Garuda, the son of Vinata. | 10.31: Of moving things, I am the wind; of those who bear weapons, I am Rama; of fishers, I am Makara; and of rivers, I am the Ganga."
"sk10_08","seekers","10","8","seeing greatness with wonder","10.34, 10.35","8-10 years (deeper, can mention Arjuna/Krishna)","10.34: I am also death, which snatches away all. I am the origin of all that will be born. Among women, I am fame, prosperity, speech, memory, intelligence, endurance, and forgiveness. | 10.35: Of Saman hymns, I am the Brhatsaman; of meters, I am the Gayatri; of months, I am Margasira (Nov-Dec); and of seasons, I am the season of flowers.","10.34: I am also death, which snatches away all. I am the origin of all that will be born. Among women, I am fame, prosperity, speech, memory, intelligence, endurance, and forgiveness. | 10.35: Of Saman hymns, I am the Brhatsaman; of meters, I am the Gayatri; of months, I am Margasira (Nov-Dec); and of seasons, I am the season of flowers."
"sk10_09","seekers","10","9","source of all power","10.38, 10.39","8-10 years (deeper, can mention Arjuna/Krishna)","10.38: Of those who punish, I am the principle of punishment. Of those who seek victory, I am policy. Of secrets, I am also silence. And of the wise, I am wisdom. | 10.39: I am also that which is the seed of all beings, O Arjuna. Nothing that moves or does not move exists without Me.","10.38: Of those who punish, I am the principle of punishment. Of those who seek victory, I am policy. Of secrets, I am also silence. And of the wise, I am wisdom. | 10.39: I am also that which is the seed of all beings, O Arjuna. Nothing that moves or does not move exists without Me."
"sk10_10","seekers","10","10","excellence everywhere","10.40, 10.41","8-10 years (deeper, can mention Arjuna/Krishna)","10.40: There is no limit to My divine manifestations. Here, I have briefly described the extent of such manifestations. | 10.41: Whatever being is possessed of power, or splendour, or energy, know that as coming from a fragment of My power.","10.40: There is no limit to My divine manifestations. Here, I have briefly described the extent of such manifestations. | 10.41: Whatever being is possessed of power, or splendour, or energy, know that as coming from a fragment of My power."
"sk10_11","seekers","10","11","seeing greatness with wonder","10.41, 10.42","8-10 years (deeper, can mention Arjuna/Krishna)","10.41: Whatever being is possessed of power, or splendour, or energy, know that as coming from a fragment of My power. | 10.42: But of what use is all this extensive knowledge to you, O Arjuna? I sustain this whole universe with only a fragment of My power.","10.41: Whatever being is possessed of power, or splendour, or energy, know that as coming from a fragment of My power. | 10.42: But of what use is all this extensive knowledge to you, O Arjuna? I sustain this whole universe with only a fragment of My power."
"sk10_12","seekers","10","12","source of all power","10.1, 10.3","8-10 years (deeper, can mention Arjuna/Krishna)","10.1: The Lord said, ""Further, O Arjuna, listen to My Supreme word. Desiring your good, I shall speak to you who loves Me."" | 10.3: He who knows Me as unborn, without a beginning, and the great Lord of the worlds—he among mortals is undeluded and is released from all sin.","10.1: The Lord said, ""Further, O Arjuna, listen to My Supreme word. Desiring your good, I shall speak to you who loves Me."" | 10.3: He who knows Me as unborn, without a beginning, and the great Lord of the worlds—he among mortals is undeluded and is released from all sin."
"s11_01","seeds","11","1","awe and humility","11.1, 11.2","5-7 years (simple school/home analogies)","11.1: Arjuna said, ""To show favor to me, You have told me that most profound mystery concerning the Self; by that, this delusion of mine has been dispelled."" | 11.2: O Krsna, I have heard in detail about the origin and dissolution of all beings, which come from You, as well as Your immutable greatness.","11.1: Arjuna said, ""To show favor to me, You have told me that most profound mystery concerning the Self; by that, this delusion of mine has been dispelled."" | 11.2: O Krsna, I have heard in detail about the origin and dissolution of all beings, which come from You, as well as Your immutable greatness."
"s11_02","seeds","11","2","courage after vision","11.4, 11.5","5-7 years (simple school/home analogies)","11.4: If you think, O Lord, that it can be seen by me, then, O Lord of Yoga, reveal Yourself fully to me. | 11.5: The Lord said, ""Behold, O Arjuna, My forms, hundreds upon thousands, manifold, divine, varied in hue and shape.""","11.4: If you think, O Lord, that it can be seen by me, then, O Lord of Yoga, reveal Yourself fully to me. | 11.5: The Lord said, ""Behold, O Arjuna, My forms, hundreds upon thousands, manifold, divine, varied in hue and shape."""
"s11_03","seeds","11","3","devotion in wonder","11.32, 11.33","5-7 years (simple school/home analogies)","11.32: The Lord said, ""I am the world-destroying Time. Manifesting myself fully, I have begun to destroy the worlds here. Even without you, none of the warriors arr... | 11.33: Therefore, arise, win glory. Conquering your foes, enjoy a prosperous kingdom. By Me they have already been slain. You be merely an instrument, O Arjuna, you...","11.32: The Lord said, ""I am the world-destroying Time. Manifesting myself fully, I have begun to destroy the worlds here. Even without you, none of the warriors arr... | 11.33: Therefore, arise, win glory. Conquering your foes, enjoy a prosperous kingdom. By Me they have already been slain. You be merely an instrument, O Arjuna, you..."
"s11_04","seeds","11","4","awe and humility","11.54, 11.55","5-7 years (simple school/home analogies)","11.54: But by single-minded devotion, O Arjuna, it is possible to truly know, to see, and to enter into Me, who am of this form, O harasser of foes. | 11.55: Whoever works for Me, regards Me as the highest and is devoted to Me, free from attachment and without animosity towards any creature, they come to Me, O Arj...","11.54: But by single-minded devotion, O Arjuna, it is possible to truly know, to see, and to enter into Me, who am of this form, O harasser of foes. | 11.55: Whoever works for Me, regards Me as the highest and is devoted to Me, free from attachment and without animosity towards any creature, they come to Me, O Arj..."
"s11_05","seeds","11","5","courage after vision","11.54, 11.55","5-7 years (simple school/home analogies)","11.54: But by single-minded devotion, O Arjuna, it is possible to truly know, to see, and to enter into Me, who am of this form, O harasser of foes. | 11.55: Whoever works for Me, regards Me as the highest and is devoted to Me, free from attachment and without animosity towards any creature, they come to Me, O Arj...","11.54: But by single-minded devotion, O Arjuna, it is possible to truly know, to see, and to enter into Me, who am of this form, O harasser of foes. | 11.55: Whoever works for Me, regards Me as the highest and is devoted to Me, free from attachment and without animosity towards any creature, they come to Me, O Arj..."
"s11_06","seeds","11","6","devotion in wonder","11.1, 11.3","5-7 years (simple school/home analogies)","11.1: Arjuna said, ""To show favor to me, You have told me that most profound mystery concerning the Self; by that, this delusion of mine has been dispelled."" | 11.3: O Supreme Lord, as You have described Yourself, so You are. I wish to behold Your divine form, O Supreme Person.","11.1: Arjuna said, ""To show favor to me, You have told me that most profound mystery concerning the Self; by that, this delusion of mine has been dispelled."" | 11.3: O Supreme Lord, as You have described Yourself, so You are. I wish to behold Your divine form, O Supreme Person."
"s11_07","seeds","11","7","awe and humility","11.4, 11.6","5-7 years (simple school/home analogies)","11.4: If you think, O Lord, that it can be seen by me, then, O Lord of Yoga, reveal Yourself fully to me. | 11.6: Behold, O Arjuna, the Adityas, the Vasus, the Rudras, the two Asvins, and the Maruts—many marvels never seen before.","11.4: If you think, O Lord, that it can be seen by me, then, O Lord of Yoga, reveal Yourself fully to me. | 11.6: Behold, O Arjuna, the Adityas, the Vasus, the Rudras, the two Asvins, and the Maruts—many marvels never seen before."
"s11_08","seeds","11","8","courage after vision","11.7, 11.9","5-7 years (simple school/home analogies)","11.7: Behold here, O Arjuna, the entire universe with its mobile and immobile things, all centered in My body, and whatever else you desire to see. | 11.9: Sanjaya said, ""O King, having spoken, Sri Krishna, the great Lord of Yoga, then revealed to Arjuna the supreme, lordly form.""","11.7: Behold here, O Arjuna, the entire universe with its mobile and immobile things, all centered in My body, and whatever else you desire to see. | 11.9: Sanjaya said, ""O King, having spoken, Sri Krishna, the great Lord of Yoga, then revealed to Arjuna the supreme, lordly form."""
"sk11_01","seekers","11","1","awe and humility","11.1, 11.2, 11.3","8-10 years (deeper, can mention Arjuna/Krishna)","11.1: Arjuna said, ""To show favor to me, You have told me that most profound mystery concerning the Self; by that, this delusion of mine has been dispelled."" | 11.2: O Krsna, I have heard in detail about the origin and dissolution of all beings, which come from You, as well as Your immutable greatness. | 11.3: O Supreme Lord, as You have described Yourself, so You are. I wish to behold Your divine form, O Supreme Person.","11.1: Arjuna said, ""To show favor to me, You have told me that most profound mystery concerning the Self; by that, this delusion of mine has been dispelled."" | 11.2: O Krsna, I have heard in detail about the origin and dissolution of all beings, which come from You, as well as Your immutable greatness. | 11.3: O Supreme Lord, as You have described Yourself, so You are. I wish to behold Your divine form, O Supreme Person."
